name,review,rating
"American Baby Company 100% Cotton Sweater Knit Blanket, Celery/Gray ZigZag","Make sure to read the measurements on this one: it's 30x30, like a small receiving blanket. If the size suits you, this is a very nice blanket for various temperatures. It's very soft, and I found that it does fine in a low heat dryer. I would not recommend a baby blanket that had to be air-dried, that's just not practical.It's plush, but because it's cotton knit, it's not overly warm. It says sweater knit, which is vague. This is thicker, softer yarn than the thermal blankets, but the knit is finer than what I think of when I hear &#34;sweater.&#34; It's soft and fuzzy but doesn't seem too prone to snags or unravelling.This is particularly nice since so many of the softest baby blankets now are fuzzy boa-style fabrics that can just be too hot.",4
"Summer Infant SwaddleMe WrapSack Blanket, Woof Woof, Large",We started using these when our 4 month old started rolling over at night. They are perfect! His arms are free for him to reposition himself but he still has a cover and they are easy to put on! They are a regular fixture in our sleep routine.,5
B kids Orca the Whale Bathtub Toy,"I wanted to find a bath you that was fun, but educational. This toy works great in the bath. It floats like its suppose to, and the kids get to work on shapes and fine motor skills.",5
"Fisher-Price Little, Laugh, and Learn Shop 'N Learn Cart Cover",I purchased this cart cover for my one year old. We have the Floppy cover for my first child( whose two) but i liked this one because it comes with an activity tray toy that can entertain her while we shop. The extra pockets on the side make it easy to store snakes or sippy cups too. Glad that i bought it.,4
Russ Berrie 8&quot; SNOWMAN SET of 2 Beanies with Christmas Hat &amp; Scarf,"My toddler like them very much. I give him one of the toys and he takes it with himself all the time. Once it is dirty, I put it to washing mechine and give the other one to him.",4
"American Baby Company 100 % Cotton Percale Crib Bumper, White","It was exactly what I was expecting, the color matches with the picture perfectly.",5
Luvable Friends 10-Pack Feeder Bibs - Boy,They are the perfect large size for my 10 month old! Great price and lovely product.,5
"Contours Lite Stroller, Tangerine","Seriously people, for $60, this is pretty lightweight, simple, easy to use and steer... we got a lot of use out of it and our daughter just loved it (most of the time) .... lol",5
Sassy Bathtime Pals Squirt and Float Toys,Gets mildewed easily and it scares me to have the baby play with them because he is constantly sucking the water out.,1
Baby Looney Tunes Nature Fantasy Diaper Stacker,Holds a lot of diapers!! Matched my daughters baby Disney theme perfectly. Ties are nice and sturdy where it is attached to the wall.,5
"Fisher-Price 2-in-1 Projection Mobile, Precious Planet",I bought this for my 4 month old niece.  She seems to enjoy it and it encourages her to reach.  My sister-in-law says it really entertains the baby while she is cleaning the house and the baby isn't sleeping.  The baby prefers the music and it's great to have the remote control so that she can restart the music without the baby seeing her.,5
Cutie Pie Baby Blanket: Green and Blue Cars,"My son loves this blanket!  I had to buy an extra one, just so that he would always have one while I washed the other!",5
"Skip Hop Versa Diaper Bag, Cream Links","Fantastic size, love all the convenient pockets, LOVE LOVE that it doesn't look like a diaper bag!",5
Monkey Time Four Piece Crib Bedding Set,I love it even more than I thought I would!!  Just like in the picture.  Great quality.  I can't wait til the nursery is finished so I can use it.  I'm sure it will look great.,5
Born Free Stage 3 Silicone Nipples- 6 Pack,"Stage 3 from Born is perfect for 5-6mo old baby. You will be able to mix 2Tbs of your favorite cereal into 6oz of mixed formula, and the nipple will have no problems with clogging. Cereals tried with this nipple at 2tbs ratio: rice, oatmeal.I am pleased with how it performs and washing (dishwasher). We used Born from stage 1-3.",5
"Graco Highback Turbo Booster Seat, Megan",This is a great seat and was easy to put together. Fits great in the car and easy to switch from car to car. Daughter loves the color.,5
my first fish bowl by lamaze / learning curve,"This toy was given to my son by his grandmother.  I saw Lamaze and immediately thought it would be a great toy.  Not the case.My son received this fish bowl when he was about 4 months old.  He is now 9 months.  He chews on the crab for hours, but other than that not much else.  I feel that this is an expensive teething toy.I like the variety of color and the different textures of fabric the toy offers.",2
"Chicco Ct0.6 Capri Lightweight Stroller, Red","It was a good purchase for us. It's very cute and stylish with the features of the more expensive umbrella strollers.  My 25 pound 15 month old thinks it's more comfortable than his Graco Metrolite.  He was very happy to be pushed around in it and helped me pick it out. I'm 5'4"""" so I find it pretty manuverable and comfortable to push.  I'm even learning how to push it with one hand.  It's very very easy to close and open.  It fits perfectly into my CR-V (but so does everything else).  It has a sturdy and durable feel to it.  I love how it folds up and you can sling it over your shoulder. My boy is very active and loves to walk so this helps keep my hands free when I run after him.",5
"Stork Craft Beatrice 6 Cube Organizer/Change Table, Black",This is a very well made cube. . The problem is the size of the cubes and changing pad So I am having difficulty in finding the covers and baskets,4
